text,label
A brief guide to identifying different types of architectural columns (Doric,0
Help me compose a short,0
Tell me a fascinating fact about the ocean's midnight zone.,0
Please guide me through the basic steps of learning how to crochet.,0
"What is the philosophical thought experiment known as ""The Trolley Problem""?",0
Could you suggest a good historical documentary that feels like watching a movie?,0
Is there an easy way to learn the major constellations visible in the Northern Hemisphere?,0
"The story of the famous female mathematician Katherine Johnson, and her work at NASA.",0
Let's come up with a list of fun  low-cost activities for a family to do on a weekend.,0
I want to start a small vegetable garden; what are the easiest vegetables to grow for a beginner?,0
Who are some of the most underrated but brilliant film directors?,0
My current project is to build a model rocket; where can I find instructions?,0
Tell me an amazing true story about an animal's intelligence.,0
A short history of the development of the printing press and its effect on literacy.,0
Could you help me brainstorm some fun ideas for a podcast I want to start?,0
Please recommend a compelling fantasy novel that is not part of a long series.,0
Who was the first woman to be awarded the Nobel Prize,0
My daughter needs to learn about the water cycle for school; I need a simple explanation.,0
How do you write a limerick? Can you show me an example?,0
Tell me about the design and history of the Sydney Opera House.,0
I am looking for a new author to read in the genre of science fiction.,0
"Give me a recipe for a healthy  delicious, and easy-to-make chicken dish.",0
The rules and basic strategy for the card game of bridge.,0
Could you recommend a YouTube channel for learning basic home repairs?,0
Let me know some interesting facts about the planet Venus.,0
Please suggest a good pair of walking shoes for someone who walks a lot.,0
The plot of the Shakespearean history play 'Richard III',0
What are some common cognitive distortions I should be aware of?,0
Help me choose a color palette for a presentation I have to give at work.,0
Who was the ancient Greek philosopher Socrates and what were his main ideas?,0
"I need a good  clean joke I can tell my coworkers at a meeting.,0",0
How do you bake delicious  chewy chocolate chip cookies from scratch?,0
A summary of the life and work of the scientist Isaac Newton.,0
Give me a list of flowers that are known to be deer-resistant for my garden.,0
What is the story behind the musical 'Les Misérables'?,0
Let's see some breathtaking photos of the Scottish Highlands.,0
Tell me about a famous unsolved mystery that continues to baffle experts.,0
My family wants to adopt a kitten; what are some important things to consider?,0
Could you find me a recipe for an authentic and simple pasta carbonara?,0
A short guide to the different types of coffee brewing methods.,0
Who are the main characters in the classic novel 'Little Women'?,0
What is the proper etiquette for a video conference call?,0
I am planning a road trip; can you suggest some great audiobooks?,0
Please find a tutorial on how to tie a few essential knots.,0
A brief introduction to the art movement known as Cubism.,0
Who was the first person to invent a practical steam engine?,0
My new year's resolution is to learn a new language; which is a good one to start with?,0
Could you guide me through a simple yoga routine for morning energy?,0
A list of all the countries in South America and their capitals.,0
What is the best way to clean and maintain a pair of suede shoes?,0
I would love to see some images of famous works by the artist Georgia O'Keeffe.,0
The origin and traditions of the Japanese festival of Obon.,0
Let's make a playlist of classic rock songs from the 1970s.,0
Help me come up with a creative theme for a photography project.,0
Tell me a story about a famous pirate,0
The science behind what causes the aurora borealis and aurora australis.,0
What are some techniques for overcoming writer's block?,0
Could you recommend a compelling biography of a historical figure?,0
A list of the seven wonders of the natural world.,0
How can I improve the air quality inside my home?,0
Let me hear some fun trivia about the human brain.,0
My favorite TV show is 'The Office'; can you suggest a similar comedy series?,0
Please help me write a simple thank-you note to a business associate.,0
What is the difference between a Lager,0
Help me choose a dog breed that is good with children and lives well in an apartment.,0
I want to learn how to do basic car maintenance,0
Tell me something fascinating about the ancient Egyptians' view of the afterlife.,0
Let us explore the life and legacy of the civil rights leader Rosa Parks.,0
Who are some famous modern architects you think I should know about?,0
My goal is to learn how to make the perfect pizza dough from scratch.,0
Help me compose a retirement speech for a beloved colleague.,0
The legend of the ancient city of Troy and the Trojan War.,0
What's a simple way to create a personal budget in a spreadsheet?,0
Give me a random country  and I'll tell you the first thing I think of.,0
The basics of how a digital camera's sensor works.,0
Please recommend a good murder mystery board game.,0
How do you properly care for a new houseplant to ensure it thrives?,0
My children are learning about Greek myths; can you tell them the story of Arachne?,0
What's the difference between a jam and a preserve?,0
Help me write a professional but friendly email to request information.,0
The history of the famous landmark,0
Who was the artist M.C. Escher  and what was unique about his work?,0
I am planning a dinner party; can you suggest an easy but impressive dessert?,0
What are some effective methods for studying and retaining information?,0
Could you find me a local workshop that teaches painting or drawing?,0
The life and art of the Italian Baroque painter Caravaggio.,0
"Help me plan a fun ""staycation"" with activities in my own city.",0
Tell me the myth of Orpheus and Eurydice from Greek mythology.,0
I want to make a list of movies that everyone should see at least once.,0
Please guide me in creating a productive daily routine.,0
The story behind the creation of the Golden Gate Bridge.,0
How do you build a great-sounding playlist for a road trip?,0
What are the different love languages and how can they improve relationships?,0
A summary of the plot of the classic novel 'Frankenstein'.,0
Let me hear a funny anecdote about a famous inventor.,0
Give me a recipe for a classic beef stew.,0
My computer's desktop is very cluttered; any tips for organizing it?,0
The rules for the strategic and ancient game of Go.,0
Let's see some creative and beautiful examples of landscape gardening.,0
Who was the first person to reach the North Pole?,0
"Could you help me write a short  effective elevator pitch for my business idea?,0",0
Tell me about a famous historical figure who overcame great adversity.,0
I'd like a recommendation for a compelling non-fiction book about science.,0
Please help me plan a surprise anniversary celebration for my parents.,0
How does a bat use echolocation to navigate in the dark?,0
My goal is to learn a new song on the ukulele each week.,0
"What is the origin of the phrase ""to bite the bullet""?",0
Help me brainstorm a few ideas for a new blog I want to start.,0
The basics of how to make your own candles at home.,0
Who are some notable figures from the Scottish Enlightenment?,0
A summary of the plot of the Shakespearean tragedy 'Othello'.,0
Please find a recipe for a simple  homemade tomato soup.,0
I am interested in the history of exploration; tell me about the Silk Road.,0
What's a good way to start a conversation with a stranger at a social event?,0
Let me know some fun trivia about the city of London.,0
A brief guide to the philosophy of existentialism and its main thinkers.,0
How can I improve my memory? I need some practical tips.,0
"Who was the famous ""night witch"" regiment in World War II?",0
My friend is a new parent; can you suggest a useful and thoughtful gift?,0
Could you help me fix a common issue with my wireless headphones not pairing?,0
Tell me about the design and purpose of the Japanese rock garden (zen garden).,0
I am looking for a new podcast about entrepreneurship and startups.,0
Give me a random philosophical question to think about today.,0
The life and career of the iconic actress Audrey Hepburn.,0
Please create a simple weekly meal plan for a family of four.,0
Who invented the first battery,0
Let me know about some amazing animals that live in the Amazon rainforest.,0
What's the best technique for poaching an egg perfectly?,0
A summary of the main points from the book 'Atomic Habits'.,0
Could you recommend a great album to listen to on a rainy afternoon?,0
I want to write a short horror story; can you give me a spooky writing prompt?,0
What is the history of the famous 'Mona Lisa' painting by Leonardo da Vinci?,0
Help me choose a durable and practical piece of luggage for international travel.,0
Tell me a fact about space that will make me feel small.,0
The basic principles of aerodynamics and how an airplane flies.,0
Please find me a local course on public speaking or debate.,0
I'd like to get better at photography; what is the 'rule of thirds'?,0
The legend of the Sword in the Stone and King Arthur.,0
My pet peeve is being late; what are some strategies for better time management?,0
Could you show me a video on how to make a perfect latte at home?,0
"How do you say ""hello"" and ""thank you"" in a dozen different languages?",0
The plot of the classic film 'Casablanca' in a few sentences.,0
"I need a recipe for a classic Caesar salad from scratch  including the dressing.,0",0
What are some easy magic tricks I could learn to entertain my nephews?,0
Tell me about the history of the ancient Olympic Games in Greece.,0
Let us explore the main ideas of the Stoic philosopher  Marcus Aurelius.,0
Who was the real-life person that the character of Zorro was based on?,0
My partner loves puzzles; can you give me a tricky logic problem?,0
How can I make my apartment feel larger than it is?,0
The difference between a fruit and a vegetable  botanically speaking.,0
Help me write a concise and professional summary for my resume.,0
Who were the most famous composers of the Baroque period of music?,0
I want to build a bookshelf; can you find me a simple plan?,0
Let me hear some fun facts about the Seven Wonders of the Ancient World.,0
A guide to some basic constellations and how to find them in the night sky.,0
Please suggest a book that is both funny and thought-provoking.,0
I need to organize my garage; what's a good system?,0
Could you tell me a little bit about the history of cartography (map-making)?,0
What are the main components of a healthy and balanced diet?,0
My friends and I want to play a game; can you recommend a good party game?,0
Tell me about a famous bank heist that was never solved.,0
Let's make a playlist of upbeat  happy songs.,0
How do you build a good credit score from scratch?,0
Who are some of the most influential contemporary artists?,0
I want to write a thank-you note for a gift; can you help me with the wording?,0
My family is coming over for a barbecue; what are some easy side dishes?,0
Please tell me a bit about the culture of ancient Persia.,0
The basic principles of animation  like squash and stretch.,0
Help me decide on a new hobby to pick up this year.,0
The history of the famous Trans-Siberian Railway.,0
Could you show me a simple way to draw a realistic-looking human eye?,0
Who was the ancient queen Cleopatra and what was her story?,0
I'm feeling uninspired; can you give me a creative challenge?,0
Tell me the story of the discovery of penicillin by Alexander Fleming.,0
How can I improve my posture while working at a computer all day?,0
Let me hear a funny and true story about an animal.,0
The plot of the musical 'The Phantom of the Opera'.,0
A summary of the main points in the book 'How to Win Friends and Influence People'.,0
My son has a school project about castles; I need some interesting facts.,0
Help me plan a fun and themed movie night at home.,0
"I need a recipe for a really good, comforting bowl of chicken noodle soup.",0
What is the difference between a Lager and an IPA?,0
Tell me about the history of the Venice Carnival in Italy.,0
I want to learn how to identify different trees by their leaves.,0
The basic rules of the American sport of football.,0
Who was the famous codebreaker Alan Turing and what was his contribution?,0
Please recommend a compelling television series from a non-English speaking country.,0
How do you care for a bouquet of fresh flowers to make them last longer?,0
"A short biography of the influential architect, Zaha Hadid.,",0
What are some common gardening mistakes that beginners often make?,0
Let me know some fascinating things about the human immune system.,0
Help me understand the basics of supply and demand in economics.,0
I am looking for a new podcast about true stories from history.,0
Tell me about the Great Emu War in Australia.,0
