text,intent
Just get me the latest info about crude oil inventories (CL=F).,shows_info
Can I check the major holdings of the Invesco QQQ Trust (QQQ)?,shows_info
Tell a bit about the history of the Dow Jones Industrial Average (^DJI).,shows_info
A summary of the investment philosophy of the ARKK Innovation ETF.,shows_info
Could you just list the top countries by sales for Nike (NKE)?,shows_info
"The business strategy for the cloud division of Oracle (ORCL), what is it?",shows_info
Who would be considered the main rivals to AMD (AMD) in the CPU market?,shows_info
Fetch me a summary of the latest shareholder letter from a company like CSX (CSX).,shows_info
Can you look at the financials for a company like General Motors (GM)?,shows_info
Could you share some info on the creation of the S&P 500 (^GSPC)?,shows_info
"Looking at the company Starbucks (SBUX), what's their stance on fair trade?",shows_info
So what are the different subscription tiers for Netflix (NFLX)?,shows_info
Is there a simple explanation of what the company Palantir (PLTR) provides?,shows_info
Just the details about the latest video game releases from a company like Take-Two (TTWO).,shows_info
"In your view, what are the main assets of a company like American Tower (AMT)?",shows_info
Let me check on the current status of the 5G rollout for Verizon (VZ).,shows_info
Now can you show me the composition of the iShares Russell 2000 ETF (IWM)?,shows_info
What can you find on the long-term debt situation for AT&T (T)?,shows_info
"So, I was wondering about the market share of Lowe's (LOW).",shows_info
Could you grab a brief history of the company Johnson Controls (JCI)?,shows_info
What is the current state of play with the dividend from a company like IBM (IBM)?,shows_info
"For the Euro (EURUSD=X), what are some factors affecting its value?",shows_info
Could I get a summary of the major projects for the company 3M (MMM)?,shows_info
"Okay, give me a quick rundown on the primary business of Regeneron (REGN).",shows_info
What is the current assets to liabilities ratio for Boeing (BA)?,shows_info
Can you look for a list of all the markets where Uber (UBER) operates?,shows_info
Quick check: what's the latest analyst sentiment on Salesforce (CRM)?,shows_info
A simple overview of the services offered by American Express (AXP).,shows_info
"About that stock, NIO, what's its country of origin?",shows_info
Fetch a summary of the R&D pipeline for Merck (MRK).,shows_info
Calculate the 50-day simple moving average for Apple Inc. (AAPL).,calculate
What is the current Price-to-Earnings (P/E) ratio for Microsoft (MSFT)?,calculate
Could you compute the beta for Tesla (TSLA) stock relative to the S&P 500?,calculate
Let’s figure out the annualized volatility of Bitcoin (BTC-USD) over the last 90 days.,calculate
How much is the current market capitalization of Amazon (AMZN)?,calculate
What’s the dividend yield for Johnson & Johnson (JNJ) right now?,calculate
I need the Relative Strength Index (RSI) for NVIDIA (NVDA) on a 14-day period.,calculate
What was the return on investment (ROI) if I bought GOOGL at the start of the year?,calculate
Show me the calculation for the earnings per share (EPS) of Meta Platforms (META).,calculate
Find the book value per share for Berkshire Hathaway (BRK-A).,calculate
What’s the 200-day moving average price for the SPY ETF?,calculate
I want you to determine the free cash flow for Exxon Mobil (XOM).,calculate
Could I get the current debt-to-equity ratio for Boeing (BA)?,calculate
Tell me what the current ratio is for General Electric (GE).,calculate
Let's get the enterprise value of The Walt Disney Company (DIS).,calculate
How about you calculate the Sharpe ratio for the QQQ ETF over the past 3 years?,calculate
Can you figure out the PEG ratio for Adobe Inc. (ADBE)?,calculate
I'd like to know the compound annual growth rate (CAGR) of Walmart's (WMT) revenue.,calculate
Would you please work out the gross profit margin for Costco (COST)?,calculate
What is the average daily trading volume for GameStop (GME)?,calculate
Determine the MACD (Moving Average Convergence Divergence) for AMD (AMD).,calculate
Find the operating margin for Intel Corporation (INTC) from the last quarter.,calculate
I need you to work out the number of outstanding shares for AT&T (T).,calculate
Can you crunch the numbers on the historical volatility of gold futures (GC=F)?,calculate
Let's see what the interest coverage ratio for Ford Motor Company (F) is.,calculate
"Okay, what is the quick ratio for Caterpillar Inc. (CAT)?",calculate
"If you can, calculate the total asset turnover for Home Depot (HD).",calculate
I want the price-to-sales (P/S) ratio for Salesforce (CRM).,calculate
Can you give me the weighted average cost of capital (WACC) for Verizon (VZ)?,calculate
Work out the current enterprise value to EBITDA for UnitedHealth Group (UNH).,calculate
Give me the net profit margin for JPMorgan Chase & Co. (JPM).,calculate
Could you get me the average true range (ATR) for crude oil (CL=F)?,calculate
Just calculate the earnings yield for the S&P 500 index (^GSPC).,calculate
What would be the inventory turnover for Target (TGT)?,calculate
Let's determine the dividend payout ratio for Procter & Gamble (PG).,calculate
How would one calculate the cash conversion cycle for Amazon (AMZN)?,calculate
Show a calculation of the 100-day exponential moving average for IBM (IBM).,calculate
I am needing to know the asset turnover ratio for Lowe's Companies (LOW).,calculate
Would you mind computing the return on equity (ROE) for Goldman Sachs (GS)?,calculate
"The price to book (P/B) ratio for Bank of America (BAC), please calculate it.",calculate
Figure out the economic value added (EVA) for Microsoft (MSFT).,calculate
The Piotroski F-Score for a stock like General Motors (GM) would be what?,calculate
How do you figure the employee turnover rate for a large company like UPS (UPS)?,calculate
Can I see a calculation for the accounts receivable turnover for Cisco (CSCO)?,calculate
Just give me a number: the short interest ratio for AMC Entertainment (AMC).,calculate
The market cap of Ethereum (ETH-USD) is what right now?,calculate
Work out the fixed asset turnover for Chevron Corporation (CVX).,calculate
I want to know the number for the earnings yield of Johnson & Johnson (JNJ).,calculate
Calculate for me the degree of operating leverage for a company like 3M (MMM).,calculate
Find the current earnings per share for Netflix (NFLX) based on TTM.,calculate
Let me know what the price-to-cash-flow ratio is for Oracle (ORCL).,calculate
How about you crunch the 30-day historical volatility for the EUR/USD pair (EURUSD=X)?,calculate
Just compute the simple return of holding McDonald's (MCD) stock for one year.,calculate
Can you please figure out the growth in book value for Wells Fargo (WFC) over 5 years?,calculate
How is the net interest margin calculated for a bank like Citigroup (C)?,calculate
A calculation of the 1-year total return for the Vanguard VOO ETF.,calculate
"Tell me, what's the current asset value of the SPDR Gold Trust (GLD)?",calculate
What’s the total liabilities to total assets ratio for Delta Air Lines (DAL)?,calculate
The debt service coverage ratio for a company like Duke Energy (D) is what?,calculate
Could I get the cash flow from operations for Philip Morris (PM)?,calculate
Let me have the capital expenditure numbers for Intel (INTC) last year.,calculate
"If I give you a stock, say Moderna (MRNA), can you get its 14-day ATR?",calculate
Please run the numbers for the price-to-free-cash-flow on Visa (V).,calculate
What comes up when you calculate the net debt for AT&T (T)?,calculate
Give me the sales growth percentage for PayPal (PYPL) year-over-year.,calculate
Could you compute the market value of equity for American Express (AXP)?,calculate
"If possible, determine the 3-month performance of the Nikkei 225 (^N225).",calculate
Work out the latest current ratio for Starbucks (SBUX).,calculate
Can I please get the book value per share for Morgan Stanley (MS)?,calculate
I would like you to compute the return on assets (ROA) for Home Depot (HD).,calculate
Find the latest calculation of the debt ratio for Ford (F).,calculate
Let me get a calculation of the gross margin for Nike (NKE).,calculate
What's the number for the cash ratio of a company like The Coca-Cola Company (KO)?,calculate
Could you work out the earnings before interest and taxes (EBIT) for Honeywell (HON)?,calculate
Run a calculation for the shareholders' equity of General Dynamics (GD).,calculate
"The dividend growth rate for Southern Company (SO) over the last 5 years, please.",calculate
"Okay please, what is the working capital for Bristol Myers Squibb (BMY)?",calculate
You should be able to calculate the free cash flow yield for Amgen Inc. (AMGN).,calculate
I'd like a calculation of the retention ratio for Intuit (INTU).,calculate
The simple moving average (20-day) for the stock Square (SQ) is...?,calculate
Show the calculation for the market-to-book ratio of Raytheon (RTX).,calculate
"If I gave you the ticker for the Hang Seng Index (^HSI), could you get its YTD return?",calculate
Find me a calculation for the volatility of silver futures (SI=F).,calculate
How do you get the cash flow per share for Micron Technology (MU)?,calculate
Let's see the calculation for the equity multiplier for Palantir (PLTR).,calculate
My request is to calculate the 1-month return for the ARK Innovation ETF (ARKK).,calculate
Figure out what the times interest earned ratio is for Charter (CHTR).,calculate
Can you please show the calculation for the CAPEX of Mondelez (MDLZ)?,calculate
I just need you to compute the net working capital for CVS Health (CVS).,calculate
What about calculating the sustainable growth rate for T-Mobile US (TMUS)?,calculate
Give a calculation of the current P/E for Biogen (BIIB).,calculate
How about calculating the market cap of Dogecoin (DOGE-USD)?,calculate
Could you please calculate the operating income for Fiserv (FISV)?,calculate
"Okay now, calculate the receivables turnover for Cigna Corporation (CI).",calculate
The calculation for the 60-day moving average of the VIX (^VIX).,calculate
"How much is the diluted EPS for a stock like Becton, Dickinson (BDX)?",calculate
Give a figure for the total debt of the company ADP (ADP).,calculate
I will need to know the price-to-earnings-growth ratio for Estée Lauder (EL).,calculate
Could you run a quick calculation on the inventory turnover for TJX (TJX)?,calculate
Just give me a number: what's the average trading range for Natural Gas (NG=F)?,calculate
Work out the EBITDA margin for Marathon Petroleum (MPC).,calculate
Give me a number for the percentage price change of the DAX (^GDAXI) this quarter.,calculate
Can I have a calculation of the book value of equity for MetLife (MET)?,calculate
"So, I need the total debt to capitalization ratio for Norfolk Southern (NSC).",calculate
Now let's calculate the sales per employee for a company like Paychex (PAYX).,calculate
Quickly calculate the percentage return for Regeneron (REGN) over the last 6 months.,calculate
You could try calculating the cash flow to debt ratio for Sempra Energy (SRE).,calculate
"If it is possible, I need the days sales outstanding for Stryker (SYK).",calculate
Tell me what you get when you calculate the total return for FedEx (FDX) last year.,calculate
I think I need the return on invested capital (ROIC) for Yum! Brands (YUM).,calculate
Find a calculation for the 5-year dividend CAGR for Zions Bancorporation (ZION).,calculate
"Let me try this, calculate the revenue per user for Zoom Video (ZM).",calculate
Bring me a calculation of the current ratio for Abbott Labs (ABT).,calculate
So let's calculate the operating cash flow ratio for CME Group (CME).,calculate
"In your system, can you calculate the return on sales for Comcast (CMCSA)?",calculate
Let me check the DuPont analysis components for ConocoPhillips (COP).,calculate
Please compute the tangible book value per share for Duke Energy (DUK).,calculate
Show me your calculation of the price volatility of gold (GC=F).,calculate
Give us a calculation for the 10-day moving average of Tesla's (TSLA) stock.,calculate
Let's find out the total market value of all outstanding shares for Shopify (SHOP).,calculate
I might ask you to calculate the dividend per share for Realty Income (O).,calculate
Okay get me the current debt to assets ratio for American Airlines (AAL).,calculate
Now work out the 3-month performance for the AUD/USD pair (AUDUSD=X).,calculate
How has the revenue grown year-over-year for a company like Boston Scientific (BSX)?,calculate
Can you please determine the goodwill as a percentage of total assets for Amgen (AMGN)?,calculate
Get me the number for the net profit of Simon Property Group (SPG).,calculate
I wonder if you can calculate the efficiency ratio for a bank like M&T Bank (MTB).,calculate
Tell me to calculate the assets under management for the XLV ETF.,calculate
What about the current expense ratio for the SPDR Gold Shares ETF (GLD)?,calculate
So how would you get the 1-year total return for the stock of Nvidia (NVDA)?,calculate
Just find the value of the 14-day Relative Strength Index (RSI) for Ethereum (ETH-USD).,calculate
My simple request is to calculate the earnings yield for AT&T (T).,calculate
Can you look up the current market cap of General Motors (GM)?,calculate
Figure out the price change of the British Pound vs the Dollar (GBPUSD=X) today.,calculate
What do you get for the beta of a stock like Beyond Meat (BYND)?,calculate
Show your work for calculating the market value of Wells Fargo (WFC).,calculate
Give to me a calculation of the YTD return for the stock of Apple (AAPL).,calculate
What comes up for the 90-day realized volatility of the S&P 500 ETF (SPY)?,calculate
You should get me the current ratio for a company like Eli Lilly (LLY).,calculate
My command is: calculate the operating cash flow for Microsoft (MSFT) last quarter.,calculate
What is the average daily volume of trading for the QQQ ETF?,calculate
Get a calculation of the current dividend yield for IBM (IBM).,calculate
Could I have you compute the price-to-book value for Citigroup (C)?,calculate
Find me what the current EV/EBITDA multiple is for Walmart (WMT).,calculate
Find a calculation for the free cash flow for a company like Cisco (CSCO).,calculate
Let me ask for a calculation of the debt-to-equity for Pfizer (PFE).,calculate
What did you get when you calculated the year-to-date return of gold (GC=F)?,calculate
How do I calculate the cash flow from financing for a firm like Intel (INTC)?,calculate
Get me the return on equity for Johnson & Johnson (JNJ).,calculate
Find me a value for the quick ratio of Home Depot (HD).,calculate
Just give me a number: what's the beta of Advanced Micro Devices (AMD)?,calculate
Get a quick calculation on the year-over-year revenue growth for Alphabet (GOOGL).,calculate
Is there a way to calculate the funds from operations (FFO) for a REIT like PSA?,calculate
Figure the net asset value (NAV) of the iShares MSCI EAFE ETF (EFA).,calculate
"If you can get it, I need the debt service coverage ratio for a utility like EXC.",calculate
"Tell me, what do you calculate for the accounts payable turnover for a company like TGT?",calculate
What’s the value of the interest coverage ratio for a stock like a carmaker (F)?,calculate
Show me the net profit margin for a tech giant like Apple (AAPL).,calculate
Give me your best estimate of the WACC for a company like Verizon (VZ).,calculate
What if you were to calculate the average P/E ratio for the banking sector (XLF)?,calculate
Let’s compute the growth in earnings per share for Netflix (NFLX) over 3 years.,calculate
My curiosity leads me to ask for the CAGR of Amazon's (AMZN) stock price over 10 years.,calculate
What do we get when we run the numbers for the cash conversion cycle of Costco (COST)?,calculate
A simple calculation of the price performance of Bitcoin (BTC-USD) last month.,calculate
"For the fun of it, calculate the all-time-high price for GameStop (GME).",calculate
How about you just give me the market value of all Ripple (XRP-USD) in circulation?,calculate
How to calculate the 52-week high for the Dow Jones index (^DJI)?,calculate
Can I have you work out the earnings yield on the Nasdaq 100 (^IXIC)?,calculate
Now calculate the current asset to liability ratio for Meta Platforms (META).,calculate
Please run a quick calculation on the year-to-date performance of the Russell 2000 (^RUT).,calculate
How many total outstanding shares are there for Bank of America (BAC)?,calculate
I am interested in the number of employees per dollar of revenue for a company like WMT.,calculate
Let us do a calculation on the ROE for Procter & Gamble (PG).,calculate
Now let me see the price-to-tangible-book-value for a stock like GS.,calculate
Is there a formula to get the dividend growth for a stock like KO?,calculate
Show how to get the 30-day volatility for a commodity like crude oil (CL=F).,calculate
Could I have a number for the profit margin of Starbucks (SBUX)?,calculate
"So, can you figure out the daily turnover for the Euro to Yen pair (EURJPY=X)?",calculate
What would be the calculation for the free cash flow per share for Berkshire (BRK-B)?,calculate
Could you quickly calculate the total assets of The Walt Disney Company (DIS)?,calculate
Just work out the year to date change for the SPDR energy sector ETF (XLE).,calculate
Find me the current P/E ratio of the entire S&P 500 index (^GSPC).,calculate
"If you are able to, please calculate the equity value of Tesla (TSLA).",calculate
Get me a value for the market capitalization of the cryptocurrency Cardano (ADA-USD).,calculate
Let's see what the change in cash was for Microsoft (MSFT) last quarter.,calculate
Tell me what is the number of total employees at Alphabet (GOOGL).,calculate
I need you to figure out the book value of all assets for Walmart (WMT).,calculate
Just get the daily price change percentage for the US dollar / Swiss franc pair (USDCHF=X).,calculate
Can you please determine the current float for a stock like Rivian (RIVN)?,calculate
Get me the current value for the MACD on a chart of the Nasdaq QQQ ETF.,calculate
"The market capitalization of the firm Salesforce (CRM), I need that number.",calculate
How about the year over year earnings growth for a company like Broadcom (AVGO)?,calculate
The market value of Visa's (V) equity is what?,calculate
Tell me to run the numbers on the TTM P/E for PepsiCo (PEP).,calculate
Please let me know the current ratio for a stock like McDonald's (MCD).,calculate
Just give me a number for the current number of locations for a company like HD.,calculate
"If possible, I would like to know the 1-year performance of the iShares Core Bond ETF (AGG).",calculate
Let me try and get the current book value of Boeing (BA).,calculate
I wonder about the total revenue of a company like Target (TGT) last fiscal year.,calculate
Run me a quick calculation for the profit margin on a company like United Rentals (URI).,calculate
Show your numbers for the latest EPS surprise for a company like Carvana (CVNA).,calculate
Please check the latest reported cash on hand for a company like Airbnb (ABNB).,calculate
Get me a figure for the enterprise value of a stock like Deere & Co. (DE).,calculate
I will be needing a calculation of the 10-day moving average of gold prices (GC=F).,calculate
"Okay then, let's see a calculation of the dividend coverage ratio for a utility like SO.",calculate
"A simple figure, please, on the debt load of a company like GM.",calculate
Get a quick count of the total number of shares in the SPY ETF.,calculate
Just tell me the number of components in the Nasdaq 100 index (^NDX).,calculate
Let us try to compute the 3-year return for an investment in the QQQ trust.,calculate
"For context, could you calculate the total return of the Dow (^DJI) in the last decade?",calculate
Tell me how many shares of stock Berkshire Hathaway (BRK-A) has outstanding.,calculate
Could you get the 52-week return for the technology sector ETF (XLK)?,calculate
Could you determine the year-over-year change in free cash flow for Apple (AAPL)?,calculate
"For your information, could you calculate the 5-year CAGR for Microsoft (MSFT) dividends?",calculate
"Quick, calculate the daily trading volume of the VXX volatility ETF.",calculate
Now let's see the year to date percent change for silver futures (SI=F).,calculate
"A small calculation, what is the net income for Amazon (AMZN) last quarter?",calculate
Is it easy for you to calculate the gross profit for GOOGL in the last fiscal year?,calculate
Find me a calculation for the net asset value of the ARKK ETF.,calculate
My only request is a calculation of the cash flow from investing for a company like META.,calculate
Just how much debt is currently on the books for a company like TSLA?,calculate
The value of all the physical gold held by the GLD ETF is what?,calculate
Show me to calculate the dividend paid per share by Johnson & Johnson (JNJ).,calculate
What do you calculate as the current price to free cash flow for Exxon Mobil (XOM)?,calculate
Could you estimate the number of iPhones sold by Apple (AAPL) last quarter?,calculate
What value do you have for the quarterly revenue of a company like PFE?,calculate
Get me a calculated value for the assets of The Coca-Cola Company (KO).,calculate
Could you compute the total return of Walmart (WMT) stock since the year 2000?,calculate
Okay now let's work out the return on common equity for a company like Bank of America (BAC).,calculate
Could you try to calculate the 1-year price momentum for the stock of Boeing (BA)?,calculate
"If you are able to do so, calculate the market share of AWS in the cloud market.",calculate
Run a quick calculation of the revenue generated per employee at Alphabet (GOOGL).,calculate
Work out for me the amount of cash and equivalents on the balance sheet of Cisco (CSCO).,calculate
"Give it a try, can you calculate the change in shareholders' equity for Pfizer (PFE)?",calculate
So what do you get when you calculate the net present value of all of GE's assets?,calculate
"How about this, can you calculate the value of all Bitcoin (BTC-USD) currently mined?",calculate
Now work out the total dollar volume traded for the S&P 500 ETF (SPY) yesterday.,calculate
Please compute the total assets for the financial services company Visa (V).,calculate
What’s the value for the return on capital for a company like Honeywell (HON)?,calculate
So I'd like to get the total number of employees for a company like Home Depot (HD).,calculate
How much revenue did Nvidia (NVDA) generate from its data center segment last year?,calculate
"If you can, try to figure out the cost of goods sold for Costco (COST) last quarter.",calculate
Please check my calculation for the 5-year revenue growth of AMD (AMD).,calculate
"For the purposes of my analysis, I need the beta of the stock NIO.",calculate
"So, I wonder if you can find the Altman Z-score for a company like AMC.",calculate
"Okay, try and find the total enterprise value of the company AT&T (T).",calculate
Just a calculation of the total liabilities for the company Ford (F).,calculate
"Give to me, if you can, the current net income for the company Adobe (ADBE).",calculate
"Tell me, please, what is the current market value of all of Starbucks' (SBUX) stores?",calculate
My request is to get a number for the research and development budget of Merck (MRK).,calculate
"Find for me, a value for the number of shares shorted in the stock of Tesla (TSLA).",calculate
Get me a good number for the total revenue of all of Disney's (DIS) theme parks last year.,calculate
Let's see if you can work out the cash from financing activities for Chevron (CVX).,calculate
"Give us your best shot, what is the value of all real estate owned by McDonald's (MCD)?",calculate
Work out the year to date price change for the Japanese Yen vs the US dollar (JPY=X).,calculate
What’s your best estimate for the market share of Coca-Cola (KO) in the beverage industry?,calculate
Please can you find the total operating expenses for Berkshire Hathaway (BRK-B)?,calculate
Could you calculate the number of packages delivered by UPS (UPS) in the last quarter?,calculate
Try to figure out the total value of all the stocks listed on the Nasdaq (^IXIC).,calculate
What do you calculate as the 52 week low price for the stock of Intel (INTC)?,calculate
Just calculate the market value of the company Johnson & Johnson (JNJ).,calculate
Give me your best estimate of the market cap of the company Procter & Gamble (PG).,calculate
Can you please tell me the value of the shares that Warren Buffett owns in Apple (AAPL)?,calculate
What’s a rough calculation of the number of Prime subscribers Amazon (AMZN) has?,calculate
Could you please calculate the dollar value of the daily trade in the SPY ETF?,calculate
What if I asked you to calculate the 1-month return on a holding of gold (GC=F)?,calculate
"Okay try this, calculate the value of all outstanding shares for the company PayPal (PYPL).",calculate
What is the total market value of the crypto asset Dogecoin (DOGE-USD)?,calculate
Give a calculation for the change in value of the Russell 2000 ETF (IWM) this year.,calculate
Find me a value for the total annual revenue of a company like Lowe's (LOW).,calculate
So I need a figure for the amount of revenue Google (GOOGL) makes from search ads.,calculate
My question is simple: what is the 5-day moving average of the price of WTI crude oil (CL=F)?,calculate
What’s the current 14-day RSI reading for a stock like Snowflake (SNOW)?,calculate
"If I need to know the earnings per share of a company like IBM (IBM), can you find it?",calculate
Okay what if I ask for the current PE ratio of the Healthcare ETF (XLV)?,calculate
Find for me the dividend yield for a utility stock like Southern Company (SO).,calculate
Is it possible to calculate the 3-year performance of the iShares Russell 1000 ETF (IWB)?,calculate
Get me a figure for the net income of Morgan Stanley (MS) in its last fiscal year.,calculate
I need the book value of equity for the company Raytheon Technologies (RTX).,calculate
"How about this, can you calculate the return on investment for the S&P 500 (^GSPC) since 1980?",calculate
Give a number for the current liabilities of a company like 3M (MMM).,calculate
Could you get me the year to date performance of the MSCI Emerging Markets ETF (EEM)?,calculate
Okay what's the latest operating cash flow figure for a stock like CSX Corp (CSX)?,calculate
"Let me try something, can you get the total revenue for the company Gilead Sciences (GILD)?",calculate
A small query: what is the current market price of a share of Berkshire Hathaway (BRK-A)?,calculate
"If it is ok, can I have the latest quarterly revenue growth for Netflix (NFLX)?",calculate
"For my calculations, I need to know the price to sales ratio for a stock like Workday (WDAY).",calculate
So what's the deal with the 20-day volatility of the VIX index (^VIX)?,calculate
Please to get me the total assets for a financial firm like Charles Schwab (SCHW).,calculate
"Get to it, I want to see the 5-year annualized return of the DIA ETF.",calculate
Give to me a figure for the current assets of a company like Capital One (COF).,calculate
Find the net profit for a company like American International Group (AIG) last quarter.,calculate
Tell me your calculated value for the market share of a company like AMD (AMD).,calculate
"If you are able to, calculate the return on tangible equity for a bank like JPMorgan (JPM).",calculate
Let's see if we can calculate the growth of users for a platform like Meta (META).,calculate
Quickly find me the daily percent change for the stock of Amazon (AMZN).,calculate
Can you just get me a figure for the annual dividend paid by a company like AT&T (T)?,calculate
"In just a moment, I want you to calculate the market cap of a stock like Zillow (Z).",calculate
"Right now, what is the price of a barrel of crude oil (CL=F)?",calculate
How many Bitcoin (BTC-USD) are in circulation right now? Can you calculate that?,calculate
So I want to know the number of planes in the fleet of a company like Southwest (LUV).,calculate
Let me check the calculation on the year-over-year revenue growth of a company like Tesla (TSLA).,calculate
Get a value for the number of shares short for the company GameStop (GME).,calculate
"Just to check, what's the number of daily active users for Twitter (TWTR)?",calculate
Is it a problem to get the number of packages shipped by FedEx (FDX) last year?,calculate
Now please find me the total assets for the financial services firm American Express (AXP).,calculate
"Let me see, can you find the revenue from cloud services for Microsoft (MSFT)?",calculate
Let's find the total ad revenue for Google (GOOGL) last quarter.,calculate
Give me an estimate of the total value of products sold on Amazon (AMZN) last year.,calculate
Tell me the calculation for the number of cars produced by General Motors (GM) last quarter.,calculate
My quick question is: what is the value of all the real estate held by Walmart (WMT)?,calculate
Find a calculation for the amount of oil produced by Exxon Mobil (XOM) in the last year.,calculate
How about you calculate the total amount of money held in JPMorgan Chase (JPM) accounts?,calculate
So please calculate the total number of credit cards issued by Visa (V).,calculate
I am trying to calculate the number of subscribers to Disney+ for the company Disney (DIS).,calculate
Tell me about the number of locations of all the Starbucks (SBUX) in the world.,calculate
A good number to have would be the total employees of United Parcel Service (UPS).,calculate
What do you come up with for the number of monthly listeners for Spotify (SPOT)?,calculate
Find me a calculated estimate for the number of daily rides on Uber (UBER).,calculate
"Quickly, how many user accounts does Meta Platforms (META) have across its apps?",calculate
Let me check the value of all the equipment owned by Caterpillar (CAT).,calculate
"For this project, I need to know the number of patents held by Apple (AAPL).",calculate
Let me know if you can calculate the total insurance policies written by Allstate (ALL).,calculate
Tell me a number for the total gigawatt capacity of a utility like NextEra Energy (NEE).,calculate
A simple calculation of the number of servers used by a company like Amazon (AMZN).,calculate
"Okay, tell me your best calculation of the number of items in a Costco (COST) warehouse.",calculate
"If it is not hard, can you calculate the total square footage of all Home Depot (HD) stores?",calculate
"In your best estimation, how many flights does Delta Air Lines (DAL) operate daily?",calculate
Let me see if you can calculate the number of search queries Google (GOOGL) handles per day.,calculate
Let's get a value for the total number of burgers sold by McDonald's (MCD) last year.,calculate
Get the total number of cans of soda sold by The Coca-Cola Company (KO) last year.,calculate
Could you estimate the number of packages sorted by FedEx (FDX) each day?,calculate
"A small challenge, can you calculate the total data stored by Microsoft (MSFT) on Azure?",calculate
"If possible for you, find the number of nights booked on Airbnb (ABNB) last quarter.",calculate
Get me a figure on the number of transactions processed by PayPal (PYPL) every second.,calculate
Could I see a calculation for the number of active traders on Robinhood (HOOD)?,calculate
Tell me the approximate number of pharmaceutical prescriptions filled by CVS Health (CVS).,calculate
"Okay so now, can you tell me the number of items sold on eBay (EBAY) yesterday?",calculate
Please work out the total dollar amount of transactions on the Visa (V) network per day.,calculate
Let's check the number of developers that are using the platform of a company like GitHub.,calculate
Please to work out the number of cars that Tesla (TSLA) aims to produce this year.,calculate
Can I see a quick calculation of the number of users on the Snapchat (SNAP) platform?,calculate
My next query: how many products does a company like 3M (MMM) actually make?,calculate
Find the calculation for the total number of hotel rooms managed by Marriott (MAR).,calculate
Could you try to estimate the number of people who watch Netflix (NFLX) every night?,calculate
Tell us how many subscribers a service like T-Mobile US (TMUS) currently has.,calculate
Could you quickly do the math on the number of cloud customers Oracle (ORCL) has?,calculate
Let me see a quick calculation of the number of songs available on Spotify (SPOT).,calculate
Tell us if you can calculate the number of LinkedIn profiles on Microsoft's (MSFT) platform.,calculate
Get me the calculated value of the daily users of the video game Fortnite by Epic Games.,calculate
What’s your best estimate for the total assets of the US Federal Reserve (FRED).,calculate
Find the value for the total miles of track operated by Union Pacific (UNP).,calculate
Okay I'd like to know the total oil refining capacity of a company like Valero Energy (VLO).,calculate
Get me the number of subscribers for a company like Comcast (CMCSA).,calculate
Tell me what you think the total value is of all the patents owned by a firm like IBM (IBM).,calculate
Now let me see what you calculate as the number of data centers owned by a firm like EQIX.,calculate
"For your information, what is the number of servers operated by Meta Platforms (META)?",calculate
Okay just give me the raw number of employees at a company like General Electric (GE).,calculate
What about a calculation of the total length of pipelines owned by Enbridge (ENB)?,calculate
What about a number for the total square feet of warehouse space operated by Prologis (PLD)?,calculate
"If you are able to, please tell me the number of movies available on the Disney+ platform.",calculate
Could I check the calculation for the number of active users of a platform like Pinterest (PINS)?,calculate
The performance of Microsoft (MSFT) versus the S&P 500 ETF (SPY) this year is what I need to see.,compare
How does the dividend yield of AT&T (T) stack up against Verizon's (VZ)?,compare
I'd like to contrast the P/E ratios of Google (GOOGL) and Apple (AAPL).,compare
Could you show a comparison of the revenue growth between Tesla (TSLA) and Ford (F)?,compare
"Which has been more volatile this year, Bitcoin (BTC-USD) or Ethereum (ETH-USD)?",compare
Let’s pit the 5-year performance of the QQQ ETF against the DIA ETF.,compare
Is the market cap of Exxon Mobil (XOM) larger than Chevron's (CVX)?,compare
The profit margin of Walmart (WMT) versus that of Target (TGT) is what I'm curious about.,compare
Compare the debt-to-equity ratios for Boeing (BA) and Lockheed Martin (LMT).,compare
A side-by-side view of the recent earnings reports from Nvidia (NVDA) and AMD (AMD).,compare
The relative strength of crude oil futures (CL=F) compared to natural gas futures (NG=F).,compare
How do the main holdings of the VOO ETF differ from the IVV ETF?,compare
I want a comparison of the net income between JPMorgan Chase (JPM) and Bank of America (BAC).,compare
Put the customer growth of Netflix (NFLX) next to that of Disney (DIS).,compare
Contrast the operational cash flow of Home Depot (HD) with Lowe's (LOW).,compare
"Which of these two has a higher return on equity, Coca-Cola (KO) or PepsiCo (PEP)?",compare
Let's examine the stock performance of Amazon (AMZN) relative to the Nasdaq 100 (^IXIC).,compare
Show me how the UK Pound (GBPUSD=X) has performed against the Euro (EURUSD=X) this month.,compare
I'm evaluating the investment theses of ARKK vs QQQ. Can you show me their top holdings?,compare
The innovation pipeline of Pfizer (PFE) versus that of Merck & Co. (MRK).,compare
"One versus the other: which is a better inflation hedge, Gold (GC=F) or TIPS?",compare
What are the differences in the expense ratios of the SPY and VOO ETFs?,compare
Show me a performance chart of Meta Platforms (META) alongside Snap Inc. (SNAP).,compare
Is the daily trading volume of AMC higher or lower than GME's?,compare
Could you benchmark the cloud segment growth of MSFT against GOOGL's cloud division?,compare
Tell me if Berkshire Hathaway's (BRK-B) book value growth has outpaced the S&P 500 (^GSPC).,compare
How does the risk profile of a growth stock like TSLA differ from a value stock like KO?,compare
I'd like to see a comparison of the supply chain logistics of UPS and FedEx (FDX).,compare
